id,alias,name,categories,Categories,city,Cuisine,Review Count,Rating,Old Price Bucket,Reviews,Type of Restau,Distance,Latitude,Longitude,distance to Manila,distance to Quezon City,distance to Caloocan,distance to Las Pinas,distance to Makati,distance to Malabon,distance to Mandaluyong,distance to Marikina,distance to Muntinlupa,distance to Navotas,distance to Paranaque,distance to Pasay,distance to Pasig,distance to San Juan,distance to Taguig,distance to Valenzuela,Price Bucket
dkob7fsP9_uk0wBcbpkFWw,charlies-grind-at-grill-pasig,Charlie's Grind & Grill,"[{'alias': 'American', 'title': 'American'}, {'alias': 'tradamerican', 'title': 'American(Traditional)'}]","['Burgers', 'American (Traditional)']",Pasig,American,14,4.5,moderate,"[[[4], ['This unassuming hole in the wall place surprisingly have great burgers! As a bonus, next door is a car wash, so drop your car off while you eat. The best...']], [[4], [""Finally tried the burgers and milkshakes from Charlie's. The burger patty is real juicy and it best paired with their truffle fries.""]], [[5], [""Whenever we get burger cravings, Charlie's is the first thing that comes to mind! The burgers are tender and juicy; the fries are cooked just right. Carlo's...""]]]",Specialty,2328.541743,14.571696,121.060579,4282.832063285801,2066.898652607243,10636.576286371455,12688.030392517363,809.2850559073415,13091.609165437118,514.4075110469903,5674.682031836721,11981.8058571862,12608.250178540515,7929.8018113972,6341.310041837123,0.0,3162.8772817919767,1318.742609817466,13823.610358016278,moderate
plmOfddNsP7u_5r8A5Xwrw,haru-sushi-bar-and-restaurant-pasig,Haru Sushi Bar and Restaurant,"[{'alias': 'sushi', 'title': 'Sushi Bar'}, {'alias': 'japanese', 'title': 'Japanese'}]","['Sushi Bars', 'Japanese']",Pasig,Japanese,13,4.5,expensive,"[[[3], ['Having been away for 4 years due to the pandemic, this was the first place I went to on April 17 after arrival. Well, it was a big disappointment. They...']], [[5], ['The best kept ""no-longer-a-secret"" place in Pasig City! My ""Go-To"" Meal ~ Gyoza ~ Ikura Sushi ~ Soft Shell Crab Roll ~ Uni Donburi ~\n\n@usavolleyball...']], [[4], ['Haru is one of the restaurants among many many others in Kapitolyo. The ambiance and vibe is very much like that of Cafe Juanita, with the exception of...']]]",Specialty,2280.77193,14.572798,121.060679,4311.629301304936,1944.54542095241,10556.486166864459,12796.537664237745,933.3724974355359,12988.627263523475,497.87409054112186,5552.496709491772,12108.990797599248,12543.800214859997,8052.190234715342,6406.02925973399,0.0,3076.5196438242756,1433.7410037189209,13720.477510144967,expensive
EOo1njg5LGo9RpDOBzBEAw,three-sisters-pasig,Three Sisters,"[{'alias': 'filipino', 'title': 'Filipino'}, {'alias': 'bbq', 'title': 'Barbeque'}]","['Filipino', 'Barbeque']",Pasig,Filipino,12,4.0,moderate,"[[[4], ['This restaurant have been here for such a long time the locals tell me. We had great pork skewers here! Will definitely come back and try more.']], [[4], [""There are a dozen other reviews in this page that attests to Three Sisters' awesomeness, so this post won't be long. But yes, Three Sisters is definitely...""]], [[5], ['Timeless\n Three Sisters is one of the oldest restaurants in the Kapitolyo area and to this day it remains one of the most popular and famous places to go...']]]",Ethnic Cuisine,2321.6529,14.572063,121.060518,4281.624231301297,2024.154767638064,10602.267604683719,12717.878680954404,847.307066768883,13051.878775090006,495.2800247806661,5637.763837749579,12023.555226940793,12578.139048322973,7966.799524780117,6353.171890611271,0.0,3127.014916350798,1351.6580169178467,13785.171895305299,moderate
Tf23qC6_VMhhGgNdG9m1xA,ye-dang-pasig,Ye Dang,"[{'alias': 'korean', 'title': 'Korean'}]",['Korean'],Pasig,Korean,12,4.0,expensive,"[[[4], ['If you are in the neighborhood and craving good korean BBQ that is good for groups and reasonably priced, then you have to check out Ye Dang. Found out...']], [[5], [""I'm an American expat who also lived in Korea and this is my favorite Korean bbq place in Ortigas and probably all of Manila. It has all of the traditional...""]], [[4], ['OVERALL - 4.2/5\n-------------------\n\nFOOD - 5/5\n1) Beef Belly - 5/5\nNote: my favorite korean bbq restaurant for beef belly, they also use a charcoal...']]]",Ethnic Cuisine,1982.946582,14.58542209,121.0639866,4323.245774225611,632.1860691760011,9904.241392653985,14195.454813572436,2430.762988568508,11983.160451588525,457.82319855615884,4070.515515520169,13583.03553330413,12088.817646319774,9470.121405468311,7459.675186414914,0.0,1939.8001804484113,2905.105722107205,12565.702519701492,expensive
H3UPq4P_dgnoVIDo9HCexg,poco-deli-pasig,Poco Deli,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]","['Delis', 'Modern European', 'Beer, Wine & Spirits']",Pasig,European,11,4.0,expensive,"[[[5], ['* Price: 3 large plates of rice, sausage, and eggs, seafood pasta, a bottle of spanish wine and tiramisu for $60! 5 star.\n* Ambiance: small restaurant with...']], [[3], ['When this place was newly opened, they had absolutely the best sausages in Metro Manila. I lived in Germany for a bit and I have to say their Nurenberg...']], [[3], [""Good enough for the president, good enough for me\n\n The president's in town! Poco Deli has become more known for president Aquino's visit (wherein the...""]]]",Specialty,2325.953025,14.571113,121.060825,4302.123987967404,2137.852859082079,10703.044716498056,12650.733714097194,756.0912629374144,13163.23721676096,565.2719848999436,5727.64930346018,11916.496479057909,12669.678106088719,7877.183679233023,6338.126143957887,0.0,3231.1623590446334,1274.883544653102,13894.237218102806,expensive
Q-2BBnf1MrEkzZtIqinmkQ,cab-Cafe-pasig-2,Cab Cafe,"[{'alias': 'Cafe', 'title': 'Cafe'}, {'alias': 'desserts', 'title': 'Desserts'}]","['Cafes', 'Desserts']",Pasig,Cafe,10,3.5,moderate,"[[[3], ['The menu is overpriced. Came here before lunch and there was rarely no food on display yet. The chicken had an aftertaste (might have been stored long or...']], [[4], ['The location was very convenient for me because it is right across where I did my laundry during my stay in the Philippines. From the laundry shop, it looks...']], [[3], ['What I love about cafes is the ""I can be alone and read a book here"" aura. Cab Cafe has it too. What\'s great is that it\'s in Kapitolyo and surrounded by...']]]",Specialty,2327.97116,14.571477,121.060665,4289.23748401405,2093.4095105682954,10661.025532962085,12673.557562641048,788.6996431695937,13118.149842736666,532.2671576604663,5694.782573556473,11957.221030881883,12630.732684400862,7909.742037397391,6339.369683358879,0.0,3188.031694219862,1301.9049627166667,13849.729106282788,moderate
BXUDCeHQx7vWunK33f1LBg,uncle-moes-shawarma-hub-pasig-2,Uncle Moe's Shawarma Hub,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'persian', 'title': 'Persian/Iranian'}]","['Middle Eastern', 'Persian/Iranian']",Pasig,Mediterranean/Persian/Greek/Indian,10,4.0,moderate,"[[[5], [""I discovered Uncle moe's because of a gig i played in Alphonse Bistro (now Bootleg Bistro) I was a part of a songwriting camp called Elements camp and once...""]], [[4], [""Uncle Moe's is the go-to place for after-drinking grub. That's right, most days Uncle Moe's is open until 7 a.m. so if you're crawling out of a club with a...""]], [[3], [""Craving for some kebab after imbibing on copious amounts of alcohol? Look no further! Uncle Moe's will surely satisfy that craving. \n\nConveniently located...""]]]",Ethnic Cuisine,505.3505192,14.57638,121.08511,6864.746995710535,1628.815925219485,12428.194889180035,14868.415329246096,2776.3087750538994,14269.305068453492,2859.0565475620183,4807.773000537185,12961.671290198343,14652.88575356224,9677.397490722513,8765.951344678464,0.0,4097.259393948179,3410.748548564571,14660.568089540668,moderate
mDhTCpSMQsHXL5397VpLiw,bugsys-bar-and-bistro-pasig,Bugsy's Bar & Bistro,"[{'alias': 'Bar', 'title': 'Bar'}, {'alias': 'tradamerican', 'title': 'American(Traditional)'}]","['Bars', 'American (Traditional)']",Pasig,Bar,10,4.0,moderate,"[[[3], [""Bugsy's Bar and Bistro looked promising, but that promise was quickly broken...\n\nA number of dishes on the menu were described as grilled, but they turned...""]], [[5], ['Bugsy\'s is a cozy bar in the Ortigas area. The decor is that of a ""speakeasy"" from the days of Bugsy Siegel. So, it is dark and a bit small. For me, it\'s...']], [[4], [""I don't really hang out much but when I do, I make sure it would worth my while. Last week, some friends invited me for a post-Christmas hang out, and since...""]]]",Beverage,1606.309638,14.584601,121.067434,4718.40825056804,809.3921288299418,10270.80948912271,14337.044498273099,2472.3944296695718,12288.710999703284,835.990349153585,4019.3044899851193,13524.912422806854,12471.446121179535,9590.787009923486,7727.435188438827,0.0,2169.151608018752,2985.642015256411,12829.94840317889,moderate
R5iXUcyX8mlebzPH_kDJYQ,kissako-uji-matcha-cafe-pasig,Kissako Uji Matcha Cafe,"[{'alias': 'Cafe', 'title': 'Cafe'}, {'alias': 'tea', 'title': 'Tea Rooms'}]","['Cafes', 'Tea Rooms']",Pasig,Japanese,10,3.5,moderate,"[[[3], [""No matter what mood you're in, matcha always makes for a delectable experience.\n\nManila tends to take food trends to the next level, and they were kidding...""]], [[4], ['I was so happy when Kissako opened! I tried them out when they were new but it was only until today that I got to go back. This time, I got their hot Matcha...']], [[3], ['Finally found this place months after some friends recommended it.\n\nThe matcha latte is legitimate! Good, authentic matcha in Manila comes few and far...']]]",Specialty,2613.18877,14.57162,121.0565414,3836.1447122268355,2042.959818795713,10325.939932195615,12417.78539283089,659.5606109329734,12875.008574094147,163.09821042362086,5859.033303008121,11948.27037948538,12251.317700918737,7771.613528106918,5933.262387004256,0.0,2889.2424977981086,1130.6870597330453,13577.654275781975,moderate
VQgjZucl622WSrmWYwBhDQ,matgalne-korean-restaurant-pasig,Matgalne Korean Restaurant,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'buffets', 'title': 'Buffets'}]","['Barbeque', 'Korean', 'Buffets']",Pasig,Korean,10,4.5,expensive,"[[[5], [""If you check out the places I usually Check-In to, you'll see that most are Korean Restaurants! Yes, I love Korean food and, most especially, Korean Grilled...""]], [[5], [""The Good: Great food! Amazing value at P450 for a dinner buffet!\n\nThe Bad: The place isn't the cleanest. There's no free parking\n\nThe Pro-tip: Try the Beef...""]], [[5], ['This place definitely earns my 5 stars for an all-you-can-eat Korean barbecue restaurant! out of all the all-you-can-eat Korean barbecue restaurants that I...']]]",Specialty,2104.678491,14.587763,121.063899,4261.769237240318,367.46114085569405,9739.644457600776,14413.898714789422,2665.2696319352053,11761.121345357116,462.4753367046018,3830.4107916217586,13850.719473428217,11953.781846454207,9640.1847787121,7608.064928811831,0.0,1683.9360177635133,3151.829528959586,12322.832432356854,expensive
hO0yh5twJ6LKlA9113chqQ,nori-pasig,Nori,"[{'alias': 'japanese', 'title': 'Japanese'}]",['Japanese'],Pasig,Japanese,10,3.0,moderate,"[[[1], [""Carlo has been wanting to try this place (even after I've told him that the food is so-so). But, he really wants to try it. So, here we are! \n\nThey have a...""]], [[4], ['Came into Nori late on a Friday afternoon. Just for reference, Nori is directly across from Kanto Freestyle Breakfast near the intersection with Phil-Am....']], [[2], ['Yesterday was a public holiday (meaning little traffic) so I decided to go to Kapitolyo to try out a new place. We were suppose to try another restaurant...']]]",Ethnic Cuisine,2257.977728,14.57382269,121.0606144,4324.3292112221725,1827.6667785770517,10470.08195366913,12887.416948564147,1044.8597049967937,12884.121297914968,493.8816279018702,5445.617105304767,12226.236911414484,12470.32375273687,8159.987370202863,6452.240216480377,0.0,2980.7877225095053,1533.9400325250174,13609.445789592486,moderate
O9Fm9XrwYNDro6Z-Sm2Ixw,rub-pasig,RUB,"[{'alias': 'tradamerican', 'title': 'American(Traditional)'}]",['American (Traditional)'],Pasig,American,10,4.5,moderate,"[[[5], ['Five star food all the way. Ribs are flawless and portion size is significant; value for money is a factor as well. Location is on a downhill slope so you...']], [[4], [""Best ribs ever? Up for debate. Best value for ribs? Absolutely.\n\n I've been dying to try this place for the past year or so due to all the hype that it...""]], [[4], [""I'm actually really not a fan of ribs, but when I was brought there by a cousin of mine, boy... did that change my entire perspective on ribs. \n\nRUB Ribs &...""]]]",Ethnic Cuisine,2704.627748,14.567678,121.05855,4023.614671890382,2499.3416458378124,10808.695601012818,12182.802227213262,303.792358255395,13379.967555303743,600.0500617786835,6187.269110325817,11509.024868490342,12704.643091083684,7417.534664310461,5884.3913458386505,0.0,3389.596030379628,805.9240173170539,14079.302331406068,moderate
j_DwbeqvXm6nnrOUT3kv0Q,uncle-moes-shawarma-hub-pasig,Uncle Moe's Shawarma Hub,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}]",['Middle Eastern'],Pasig,Mediterranean/Persian/Greek/Indian,10,4.5,moderate,"[[[5], [""Beef Kebab's 3 pieces of meat are very thin; it's like one typical stick cut into three. I'm not sure why but good thing they're delicious, especially with...""]], [[4], [""This was one of the first places Carlo took me out on a date. I knew about Uncle Moe's because of late night post drinking sessions that used to happen at...""]], [[4], [""Uncle Moe's is such a pleasant surprise! I've lived in kapitolyo my whole life and I've only tried the food here in 2016. Everything said about the chicken...""]]]",Ethnic Cuisine,2424.677047,14.57384,121.05902,4150.28335443992,1797.4043676867454,10340.291665225972,12785.475924767441,1005.2195559232503,12790.950819843496,319.23405231779196,5512.531243289757,12219.339754701943,12323.80790501302,8101.631649482157,6295.560304146033,0.0,2863.657978681276,1462.758552813535,13522.06229536414,moderate
6A_fBuJN90CBZZN7KGOcjA,ucc-3rd-wave-clockwork-pasig,UCC 3rd Wave Clockwork,"[{'alias': 'Cafe', 'title': 'Cafe'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","['Cafes', 'Coffee & Tea']",Pasig,Fusion,9,4.0,moderate,"[[[5], [""I have no complaints about this coffee shop. It's situated in a new plaza with a very urban and modern feel to it. They offer a variety of their own...""]], [[4], ['Before this place opened, I was a regular at UCC Vienna Cafe in Podium. Since the renovation of Podium, the nearest UCC branch I could go to was in Makati...']], [[4], [""Their Eggs Ben \n\nWho doesn't like an all-day breakfast joint especially when they deliver. These eggs run pretty well on top. Damn. That was pretty...""]]]",Specialty,2470.702892,14.5691867,121.0602097,4215.092694188925,2345.1509246426654,10811.268161205871,12432.723809333604,525.5507764346715,13319.777277793828,638.6662172413049,5959.170666172111,11691.312736261338,12745.90965234687,7645.918819091558,6137.438985084901,0.0,3357.6262594347563,1049.6931499535633,14037.634916559588,moderate
RjF5NV-t6rDMi03Bm64Zhg,jang-ga-nae-pasig,Jang Ga Nae,"[{'alias': 'korean', 'title': 'Korean'}]",['Korean'],Pasig,Korean,9,4.0,expensive,"[[[5], ['One of my favorite Korean barbecue restaurants! Aside from the barbecue try the other dishes as well, especially the lesser-known but equally delicious ones...']], [[5], [""I love the name Jang Ga Nae. Has a nice ring to it. Sounds like a Korean name with a great recall. I don't really know what Jang Ga Nae means but it must be...""]], [[5], ['Jang Ga Nae was referred to me by a friend and has became one of my favorites since.\n\nThey serve authentic Korean dishes and hotpot, and is also owned and...']]]",Ethnic Cuisine,2178.642945,14.578981,121.060768,4210.766444231146,1257.034273830843,10085.199588905765,13381.559918489027,1624.9074249474804,12390.57323319489,255.70512995157978,4893.161732240767,12819.570511677766,12156.107599721021,8722.273126459291,6756.032749847392,0.0,2557.6595370478904,2083.922277066482,13074.45816799302,expensive
CFhp4Xp7N98pxbhyhSYtpQ,mom-and-tinas-bakery-cafe-pasig,Mom and Tina's Bakery Cafe,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'Cafe', 'title': 'Cafe'}]","['Coffee & Tea', 'Bakeries', 'Cafes']",Pasig,Fusion,9,4.0,moderate,"[[[3], ['If you need a bright and comfortable place to hang your head, all while making chismis with your favorite titas, then go on and grab a seat.\n\nTheir lunch...']], [[5], [""I don't remember when Mom and Tina's opened, but I've been going to this restaurant for a really long time already.\n\nThen, I stopped going 'cause I thought...""]], [[3], [""This place was the perfect setting to catch up with family whom I haven't seen in years. Being a party of 13, we were gladly seated in a private room area...""]]]",Ethnic Cuisine,631.1830931,14.583258,121.077666,5864.027115767023,982.9393186931859,11301.70751279704,14908.445963913213,2900.2668790690277,13128.286742407432,1965.1198292602494,3968.704023523054,13543.107790947572,13554.908342111694,9938.596714584395,8636.891907321899,0.0,2952.2357479792554,3505.0161453711266,13544.97833792508,moderate
mIyaewbAubE54mrvOQekBg,verona-privato-hotel-pasig,Verona - Privato Hotel,"[{'alias': 'hotels', 'title': 'Hotels'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","['Hotels', 'Italian', 'Asian Fusion']",Pasig,Italian,9,3.0,expensive,"[[[1], [""Hotel privato is just not even good. Which should be normal cause my brother's soon to be wife had to pay 50k just to let the bridesmaids and groomsmen to...""]], [[5], ['Stayed at the Privato Hotel from November 15 to November 25. Best hotel in Pasig City!\n\n@usavolleyball @usav_hp @aloharegionjrs @hawaiivolleyballcombine...']], [[4], ['HITS. Price is relatively affordable compared to other properties within the vicinity. You can book an overnight stay for 2 persons for P2000 ($40). Rooms...']]]",Entertainment,2045.661263,14.573217,121.06283,4555.660438865041,1957.3162685776222,10697.969608359706,12978.331071183291,1070.9299125634798,13073.115340374467,735.2249454939428,5424.129602602497,12173.391128846139,12712.917125946133,8184.765785451857,6642.609387786211,0.0,3195.9027868365133,1597.390239553002,13773.012197191445,expensive
